0.19915824	-0.10416146	0.04136927	0.2567347	-0.07305553	0.010226762	-0.09096204	0.037672948	-0.158653	0.040984306	-0.057671092	0.07449719	0.111898415	-0.06512101	-0.09258253	-0.23763813
-0.13736321	0.24008523	-0.12355096	-0.16523118	0.07343635	-0.007353793	0.1816719	0.15463804	0.07367371	-0.054199807	0.17135823	-0.06635619	-0.068476506	0.12444249	0.16090141	0.045713972
-0.53300244	0.31220403	-0.50873566	-0.3694872	0.29221496	-0.29292375	0.22710815	0.29597336	0.46079788	-0.31854704	0.246853	-0.35495266	-0.15074833	0.41919056	0.30638537	0.29725865
-0.22546794	0.14191583	-0.15414265	-0.1491984	0.08914531	0.010069064	0.10962301	-0.043154288	0.11744981	-0.16054003	0.06582296	-0.11410709	-0.15720183	0.14585163	-0.02878182	0.09127025
0.0069606584	-0.103744596	0.04902801	0.090916805	-0.10262745	0.14898717	0.050246064	-0.21664456	-0.19260776	0.06608634	-0.021799661	0.09376496	0.1292448	-0.12605792	-0.029129537	-0.27416715
0.19039974	-0.14456612	0.10980804	0.08664645	-0.13691244	-0.013215396	-0.13616842	-0.102684036	-0.03829989	0.04254749	-0.08538796	-0.030176215	0.03445759	-0.25605863	-0.053899966	-0.15050645
-0.23275259	0.23084834	-0.23399556	-0.24298061	0.15051	-0.17564692	0.27937946	0.2436183	0.1652969	-0.2184285	0.19056973	-0.15669557	-0.28612146	0.3587586	0.14336108	0.27188298
-0.09485238	0.11021346	-0.16782472	-0.009445759	0.033958428	-0.057035048	0.010587742	0.03423859	0.0972078	-0.045795236	0.039111868	0.0074135484	0.0038438807	0.034332052	-0.13128918	0.033223677
-0.61493117	0.4076353	-0.43616402	-0.43850374	0.45776775	-0.5114121	0.5291062	0.60358447	0.54694515	-0.38792613	0.372574	-0.5237531	-0.5421137	0.49546757	0.36240035	0.5179249
-0.29574305	0.16444969	-0.29581606	-0.24017031	0.14786893	-0.24913454	0.053691305	0.25557855	0.14677644	-0.2982874	0.16968915	-0.3499931	-0.14184058	0.39098948	0.05479225	0.17283425
0.502066	-0.122979455	0.33062118	0.4063543	-0.27786186	0.2795524	-0.25688365	-0.26499647	-0.32945046	0.17487842	-0.39801088	0.3678471	0.17141864	-0.19376421	-0.2665888	-0.40459317
0.029662756	-0.12891969	0.06230821	0.12997195	0.017976962	-0.10716493	-0.10060898	-0.05610531	-0.0057071	0.123368196	0.12334517	0.15979268	0.012135199	0.008537755	-0.061986957	-0.08174749
0.24612214	-0.39529732	0.51411533	0.3657679	-0.3737749	0.44086567	-0.3308417	-0.117759526	-0.40681544	0.35423365	-0.3868063	0.31517616	0.45972916	-0.30145204	-0.2743297	-0.39700446
-0.21277195	-0.0069981376	-0.21256292	-0.1266304	0.122778185	-0.086647935	0.14655143	0.1188544	0.20602004	-0.111752644	0.077083215	-0.1348525	-0.11527343	0.25719678	0.103036985	0.10897471
0.24373955	-0.3524439	0.4105772	0.2947756	-0.23744164	0.26108935	-0.2036189	-0.27823296	-0.18714605	0.30413187	-0.30405694	0.3394726	0.31591308	-0.24475321	-0.40418983	-0.18223603
